date,AeromexSentiment,InterjetSentiment,VolarisSentiment
2019-09-21 20:00:00+00:00,0.26466594806414284,0.09307753421947934,0.09634350408658078
2019-09-21 21:00:00+00:00,0.45880143723813116,0.10124081809821504,0.08723846286105837
2019-09-21 22:00:00+00:00,0.389987522696879,0.11968270080450127,0.16766074552171997
2019-09-21 23:00:00+00:00,0.36628312477430486,0.11334910926247568,0.08142960936880783
2019-09-22 00:00:00+00:00,0.35716840580494186,0.13328864177123564,0.20130791704622497
2019-09-22 02:00:00+00:00,0.268324203819444,0.17775404699070435,0.12412049682909744
2019-09-22 03:00:00+00:00,0.5369174139204398,0.04681074928154649,0.004558264799513016
2019-09-22 04:00:00+00:00,0.309374124017894,0.15382691413237143,0.19731877947340945
2019-09-22 05:00:00+00:00,0.5755351122756166,0.17678651582047478,0.14035622438914433
2019-09-22 07:00:00+00:00,0.12542553415795965,0.41101724920211424,0.2059983022596903
2019-09-22 09:00:00+00:00,0.5010372048100467,0.05067279453505149,0.03664206763820962
2019-09-22 10:00:00+00:00,0.20711852789611973,0.048960800084133525,0.14451027558961627
2019-09-22 11:00:00+00:00,0.2940449123886585,0.010164763994500978,0.021536779125333787
2019-09-22 12:00:00+00:00,0.40621729320122446,0.1587896138984513,0.10937376031526751
2019-09-22 13:00:00+00:00,0.6323489821533786,0.15896643431089613,0.1532749758534192
2019-09-22 14:00:00+00:00,0.4921331357302061,0.15300567353803224,0.15176107577205541
2019-09-22 15:00:00+00:00,0.36054217787466886,0.11351623077431054,0.11912838799977249
2019-09-22 16:00:00+00:00,0.2622080962866595,0.1697371012868323,0.26141453655241026
2019-09-22 17:00:00+00:00,0.19287320329659888,0.09311862661003825,0.011359171434222501
2019-09-22 18:00:00+00:00,0.23645893492269007,0.08147988674839063,0.08203033063796862
2019-09-22 19:00:00+00:00,0.21304718525179323,0.03305512266075367,0.2507116034408665
2019-09-22 20:00:00+00:00,0.3544782495484769,0.17343322092003277,0.07058232910906985
2019-09-22 21:00:00+00:00,0.6140138938071306,0.10961675434791897,0.20607802378250914
2019-09-22 22:00:00+00:00,0.24423891383746232,0.143247138012857,0.25981960193917836
2019-09-22 23:00:00+00:00,0.06765354699859503,0.15269307388140443,0.0599449498535206
